GAME_NUMBER,SEASON,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,Player_ID,Game_ID
58,2020-21,"JAN 29, 2021",0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
59,2020-21,"JAN 27, 2021",0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
60,2020-21,"JAN 26, 2021",0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
61,2020-21,"JAN 24, 2021",0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
62,2020-21,"JAN 11, 2021",WAS vs. PHX,W,20,3,6,0.5,0,0,0.0,0,0,0.0,1,4,5,1,0,0,2,3,6,3,1,0022000152,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,19:48,125.8,129.7,115.9,115.4,9.9,14.3,0.063,0.5,11.1,0.048,0.211,0.125,22.2,0.5,0.5,0.182,0.177,93.36,92.14,76.79,37.0,0.041,22020,1630166.0,0022000152
63,2020-21,"JAN 09, 2021",WAS vs. MIA,L,32,7,15,0.467,5,9,0.556,1,1,1.0,0,5,5,5,2,0,0,2,20,-4,1,0022000136,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,31:38,111.1,110.7,120.0,117.6,-9.0,-6.9,0.208,0.0,25.0,0.0,0.156,0.072,0.0,0.633,0.648,0.188,0.191,111.68,113.05,94.2,75.0,0.131,22020,1630166.0,0022000136
64,2020-21,"JAN 08, 2021",WAS @ BOS,L,14,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,1,0,0,0,2,0,-21,1,0022000124,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,14:25,70.2,66.7,131.7,134.4,-61.5,-67.7,0.111,0.0,25.0,0.0,0.167,0.065,0.0,0.0,0.0,0.088,0.093,106.48,108.21,90.17,33.0,-0.033,22020,1630166.0,0022000124
65,2020-21,"JAN 06, 2021",WAS @ PHI,L,16,0,1,0.0,0,1,0.0,1,2,0.5,0,0,0,0,0,1,0,3,1,-8,1,0022000109,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,15:31,114.4,120.0,140.6,145.7,-26.2,-25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.05,0.05,112.87,108.24,90.2,35.0,-0.043,22020,1630166.0,0022000109
66,2020-21,"JAN 03, 2021",WAS @ BKN,W,16,1,4,0.25,1,2,0.5,0,0,0.0,0,1,1,1,1,1,1,2,3,-9,1,0022000086,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,16:23,100.1,97.4,123.7,121.1,-23.5,-23.7,0.077,1.0,16.7,0.0,0.077,0.031,16.7,0.375,0.375,0.132,0.135,108.64,111.33,92.78,38.0,0.006,22020,1630166.0,0022000086
67,2020-21,"JAN 01, 2021",WAS @ MIN,W,27,4,7,0.571,3,5,0.6,0,0,0.0,0,7,7,3,3,0,1,3,11,32,1,0022000074,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,27:14,139.9,144.4,96.7,96.7,43.3,47.7,0.1,3.0,27.3,0.0,0.292,0.152,9.1,0.786,0.786,0.116,0.116,111.11,109.28,91.06,63.0,0.125,22020,1630166.0,0022000074
68,2020-21,"DEC 31, 2020",WAS vs. CHI,L,25,2,5,0.4,0,3,0.0,2,2,1.0,1,3,4,3,0,0,0,1,6,5,1,0022000063,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,24:32,134.3,137.0,126.6,132.7,7.7,4.3,0.136,0.0,33.3,0.036,0.136,0.08,0.0,0.4,0.51,0.095,0.097,107.26,103.7,86.41,54.0,0.063,22020,1630166.0,0022000063
69,2020-21,"DEC 29, 2020",WAS vs. CHI,L,26,3,6,0.5,3,5,0.6,0,0,0.0,0,4,4,4,2,1,1,5,9,-5,1,0022000050,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,26:19,108.7,108.8,110.8,111.7,-2.1,-2.9,0.222,4.0,36.4,0.0,0.143,0.077,9.1,0.75,0.75,0.115,0.115,107.17,106.7,88.92,57.0,0.1,22020,1630166.0,0022000050
70,2020-21,"DEC 27, 2020",WAS vs. ORL,L,36,4,11,0.364,1,5,0.2,0,0,0.0,2,7,9,3,2,0,1,1,9,13,1,0022000033,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,36:11,120.3,120.0,107.1,105.5,13.2,14.5,0.091,3.0,20.0,0.053,0.184,0.118,6.7,0.409,0.409,0.135,0.138,97.34,98.17,81.81,75.0,0.085,22020,1630166.0,0022000033
71,2020-21,"DEC 26, 2020",WAS vs. ORL,L,15,2,2,1.0,1,1,1.0,0,1,0.0,0,3,3,2,0,0,0,4,5,-7,1,0022000024,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,14:40,110.1,115.2,138.9,132.4,-28.8,-17.2,0.154,0.0,50.0,0.0,0.231,0.103,0.0,1.25,1.025,0.057,0.056,109.51,109.64,91.36,33.0,0.062,22020,1630166.0,0022000024
72,2020-21,"DEC 23, 2020",WAS @ PHI,L,28,2,2,1.0,2,2,1.0,1,2,0.5,0,4,4,1,1,0,1,3,7,14,1,0022000013,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,28:06,106.1,110.1,92.0,89.9,14.1,20.3,0.037,1.0,20.0,0.0,0.118,0.069,20.0,1.5,1.215,0.055,0.054,118.67,117.85,98.21,69.0,0.073,22020,1630166.0,0022000013
1,2021-22,"APR 10, 2022",WAS @ CHA,L,31,5,12,0.417,1,5,0.2,1,1,1.0,1,4,5,4,1,0,1,2,12,-11,1,0022101217,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,31:08,110.8,107.8,117.7,123.1,-6.9,-15.3,0.174,4.0,23.5,0.031,0.129,0.079,5.9,0.458,0.482,0.183,0.188,100.4,99.44,82.87,64.0,0.079,22021,1630166.0,0022101217
2,2021-22,"APR 08, 2022",WAS vs. NYK,L,26,5,11,0.455,1,4,0.25,0,0,0.0,1,3,4,3,1,0,4,2,11,-20,1,0022101204,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,25:48,95.8,94.3,135.7,134.6,-39.9,-40.3,0.2,0.75,16.7,0.048,0.143,0.095,22.2,0.5,0.5,0.273,0.277,96.56,97.67,81.4,53.0,0.056,22021,1630166.0,0022101204
3,2021-22,"APR 06, 2022",WAS @ ATL,L,34,4,11,0.364,1,7,0.143,0,0,0.0,2,5,7,6,0,0,2,4,9,-16,1,0022101192,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,33:32,109.1,105.6,132.2,131.4,-23.1,-25.9,0.222,3.0,31.6,0.065,0.167,0.115,10.5,0.409,0.409,0.165,0.177,99.65,101.63,84.69,72.0,0.046,22021,1630166.0,0022101192
4,2021-22,"APR 05, 2022",WAS @ MIN,W,36,7,15,0.467,2,7,0.286,1,3,0.333,1,7,8,5,1,2,3,4,17,16,1,0022101184,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,35:39,118.3,121.0,105.0,103.8,13.3,17.2,0.143,1.67,20.8,0.026,0.179,0.103,12.5,0.533,0.521,0.204,0.207,108.36,107.71,89.76,81.0,0.086,22021,1630166.0,0022101184
5,2021-22,"APR 03, 2022",WAS @ BOS,L,23,4,7,0.571,2,3,0.667,0,0,0.0,0,1,1,3,0,1,2,3,10,-32,1,0022101166,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,22:48,103.7,100.0,168.3,167.4,-64.6,-67.4,0.25,1.5,25.0,0.0,0.071,0.029,16.7,0.714,0.714,0.184,0.194,93.85,95.79,79.82,45.0,0.053,22021,1630166.0,0022101166
6,2021-22,"APR 01, 2022",WAS vs. DAL,W,26,5,10,0.5,3,5,0.6,1,1,1.0,0,4,4,3,0,0,2,1,14,5,1,0022101152,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,25:56,116.5,117.0,105.2,103.6,11.3,13.3,0.158,1.5,20.0,0.0,0.143,0.078,13.3,0.65,0.67,0.207,0.21,99.36,99.95,83.29,53.0,0.121,22021,1630166.0,0022101152
7,2021-22,"MAR 30, 2022",WAS vs. ORL,W,26,3,10,0.3,1,6,0.167,1,2,0.5,1,7,8,5,0,1,2,4,8,5,1,0022101138,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,25:58,114.6,116.1,106.2,107.1,8.4,8.9,0.227,2.5,27.8,0.037,0.226,0.138,11.1,0.35,0.368,0.197,0.204,104.63,103.52,86.26,56.0,0.058,22021,1630166.0,0022101138
8,2021-22,"MAR 29, 2022",WAS vs. CHI,L,29,6,10,0.6,2,5,0.4,0,0,0.0,1,7,8,3,1,1,2,3,14,-11,1,0022101132,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,28:38,89.5,87.9,103.3,108.8,-13.7,-20.8,0.214,1.5,20.0,0.032,0.241,0.133,13.3,0.7,0.7,0.179,0.194,98.05,96.37,80.31,58.0,0.177,22021,1630166.0,0022101132
9,2021-22,"MAR 27, 2022",WAS vs. GSW,W,28,5,9,0.556,3,4,0.75,1,2,0.5,1,6,7,4,1,0,2,4,14,0,1,0022101117,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,28:10,110.1,108.2,110.0,111.9,0.1,-3.7,0.235,2.0,25.0,0.04,0.167,0.115,12.5,0.722,0.709,0.185,0.194,102.18,102.25,85.21,61.0,0.128,22021,1630166.0,0022101117
10,2021-22,"MAR 25, 2022",WAS @ DET,W,32,7,16,0.438,3,7,0.429,4,4,1.0,0,10,10,4,0,1,4,1,21,5,1,0022101101,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,31:50,99.9,100.0,88.9,91.4,11.0,8.6,0.235,1.0,15.4,0.0,0.25,0.145,15.4,0.531,0.591,0.289,0.301,106.33,104.82,87.35,69.0,0.2,22021,1630166.0,0022101101
11,2021-22,"MAR 24, 2022",WAS @ MIL,L,32,5,13,0.385,2,7,0.286,0,0,0.0,1,3,4,2,0,0,1,2,12,-8,1,0022101097,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,31:37,119.0,115.6,122.1,126.2,-3.1,-10.5,0.077,2.0,12.5,0.03,0.136,0.073,6.3,0.462,0.462,0.192,0.199,98.2,97.92,81.6,64.0,0.046,22021,1630166.0,0022101097
12,2021-22,"MAR 21, 2022",WAS @ HOU,L,24,2,8,0.25,0,3,0.0,3,4,0.75,0,9,9,4,2,1,0,1,7,-7,1,0022101077,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,24:24,92.1,90.0,103.8,106.1,-11.7,-16.1,0.267,0.0,28.6,0.0,0.36,0.184,0.0,0.25,0.359,0.179,0.189,97.3,97.38,81.15,50.0,0.158,22021,1630166.0,0022101077
13,2021-22,"MAR 19, 2022",WAS vs. LAL,W,32,4,14,0.286,3,8,0.375,6,6,1.0,1,3,4,4,1,0,0,2,17,10,1,0022101061,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,31:43,127.7,127.3,107.8,110.4,19.9,16.8,0.154,0.0,19.0,0.032,0.1,0.066,0.0,0.393,0.511,0.227,0.234,101.73,100.64,83.87,66.0,0.09,22021,1630166.0,0022101061
14,2021-22,"MAR 18, 2022",WAS @ NYK,L,25,1,5,0.2,0,2,0.0,2,4,0.5,0,4,4,0,0,0,1,3,4,-5,1,0022101050,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,24:37,75.7,75.5,85.7,84.9,-10.0,-9.4,0.0,0.0,0.0,0.0,0.125,0.068,12.5,0.2,0.296,0.151,0.151,102.68,103.34,86.12,53.0,-0.032,22021,1630166.0,0022101050
15,2021-22,"MAR 16, 2022",WAS vs. DEN,L,28,7,10,0.7,0,1,0.0,5,6,0.833,1,6,7,3,0,0,0,2,19,-14,1,0022101035,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,28:10,111.0,108.1,132.7,130.6,-21.7,-22.6,0.176,0.0,18.8,0.034,0.24,0.13,0.0,0.7,0.752,0.188,0.196,103.44,105.66,88.05,62.0,0.161,22021,1630166.0,0022101035
16,2021-22,"MAR 14, 2022",WAS @ GSW,L,29,4,8,0.5,2,4,0.5,3,5,0.6,0,2,2,4,1,0,0,3,13,-13,1,0022101025,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,28:41,116.7,117.2,134.2,132.8,-17.5,-15.5,0.182,0.0,28.6,0.0,0.087,0.04,0.0,0.625,0.637,0.167,0.166,99.27,99.57,82.98,58.0,0.079,22021,1630166.0,0022101025
17,2021-22,"MAR 12, 2022",WAS @ POR,L,14,0,3,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,1,0,-8,1,0022101011,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,13:35,97.4,96.7,130.1,127.6,-32.7,-30.9,0.091,0.0,25.0,0.0,0.091,0.038,0.0,0.0,0.0,0.091,0.094,102.83,104.25,86.87,30.0,-0.015,22021,1630166.0,0022101011
18,2021-22,"MAR 11, 2022",WAS @ LAL,L,11,0,2,0.0,0,1,0.0,0,2,0.0,0,4,4,2,0,0,1,2,0,3,1,0022101004,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,10:44,117.6,104.3,89.3,91.3,28.4,13.0,0.286,2.0,33.3,0.0,0.286,0.174,16.7,0.0,0.0,0.167,0.187,98.21,102.86,85.71,23.0,-0.033,22021,1630166.0,0022101004
19,2021-22,"MAR 09, 2022",WAS @ LAC,L,19,0,5,0.0,0,1,0.0,0,0,0.0,0,5,5,0,0,1,1,1,0,-7,1,0022100992,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,19:23,108.8,110.5,120.2,119.5,-11.4,-9.0,0.0,0.0,0.0,0.0,0.263,0.128,16.7,0.0,0.0,0.136,0.138,98.26,97.82,81.51,38.0,-0.017,22021,1630166.0,0022100992
20,2021-22,"MAR 06, 2022",WAS vs. IND,W,31,3,8,0.375,0,3,0.0,4,4,1.0,2,5,7,3,0,0,1,2,10,8,1,0022100963,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,30:42,139.9,142.2,131.7,131.7,8.3,10.4,0.1,3.0,21.4,0.077,0.25,0.152,7.1,0.375,0.512,0.157,0.159,100.13,99.28,82.74,64.0,0.06,22021,1630166.0,0022100963
21,2021-22,"MAR 04, 2022",WAS vs. ATL,L,22,3,4,0.75,3,4,0.75,0,0,0.0,0,3,3,3,0,1,2,1,9,0,1,0022100948,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,22:30,120.3,114.9,113.2,120.0,7.2,-5.1,0.167,1.5,33.3,0.0,0.125,0.077,22.2,1.125,1.125,0.12,0.128,98.81,98.17,81.81,47.0,0.12,22021,1630166.0,0022100948
22,2021-22,"MAR 01, 2022",WAS vs. DET,W,9,0,2,0.0,0,1,0.0,2,2,1.0,1,3,4,2,1,0,1,1,2,6,1,0022100926,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,9:15,148.4,135.0,114.6,110.5,33.7,24.5,0.222,2.0,33.3,0.2,0.25,0.235,16.7,0.0,0.347,0.19,0.208,94.75,101.19,84.32,20.0,0.091,22021,1630166.0,0022100926
23,2021-22,"FEB 26, 2022",WAS @ CLE,L,23,0,4,0.0,0,2,0.0,0,0,0.0,0,5,5,2,1,0,3,4,0,5,1,0022100907,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,23:18,101.5,102.2,92.3,89.1,9.2,13.1,0.105,0.67,22.2,0.0,0.185,0.111,33.3,0.0,0.0,0.143,0.142,92.42,93.73,78.11,45.0,-0.039,22021,1630166.0,0022100907
24,2021-22,"FEB 25, 2022",WAS vs. SAS,L,37,6,10,0.6,2,3,0.667,0,0,0.0,1,8,9,1,2,1,3,3,14,-7,1,0022100899,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,37:03,112.9,112.3,125.0,127.3,-12.1,-14.9,0.033,0.33,7.1,0.028,0.229,0.127,21.4,0.7,0.7,0.141,0.148,103.0,102.35,85.29,81.0,0.103,22021,1630166.0,0022100899
25,2021-22,"FEB 17, 2022",WAS @ BKN,W,31,4,10,0.4,1,3,0.333,4,4,1.0,0,8,8,2,2,1,0,3,13,7,1,0022100464,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,30:50,118.6,117.5,102.3,103.1,16.3,14.4,0.08,0.0,14.3,0.0,0.229,0.127,0.0,0.45,0.553,0.171,0.178,99.54,99.63,83.03,63.0,0.145,22021,1630166.0,0022100464
26,2021-22,"FEB 16, 2022",WAS @ IND,L,32,5,11,0.455,2,5,0.4,2,2,1.0,1,6,7,2,0,1,1,3,14,4,1,0022100876,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,31:46,122.2,124.6,111.9,110.0,10.3,14.6,0.083,2.0,13.3,0.029,0.182,0.103,6.7,0.545,0.589,0.173,0.175,102.05,101.99,84.99,65.0,0.089,22021,1630166.0,0022100876
27,2021-22,"FEB 14, 2022",WAS vs. DET,W,31,4,9,0.444,1,3,0.333,3,4,0.75,2,13,15,3,1,0,2,1,12,13,1,0022100858,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,30:43,101.1,104.9,83.4,83.6,17.7,21.3,0.143,1.5,18.8,0.063,0.342,0.214,12.5,0.5,0.558,0.186,0.185,97.23,95.32,79.44,61.0,0.213,22021,1630166.0,0022100858
28,2021-22,"FEB 12, 2022",WAS vs. SAC,L,28,3,9,0.333,1,5,0.2,3,4,0.75,0,3,3,2,1,1,0,3,10,-14,1,0022100847,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,28:19,102.1,101.7,124.5,123.0,-22.4,-21.3,0.1,0.0,15.4,0.0,0.136,0.053,0.0,0.389,0.465,0.155,0.162,101.67,102.55,85.46,60.0,0.055,22021,1630166.0,0022100847
29,2021-22,"FEB 10, 2022",WAS vs. BKN,W,32,5,11,0.455,2,6,0.333,1,1,1.0,0,4,4,1,1,1,0,4,13,-5,1,0022100832,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,31:36,122.9,118.6,123.6,123.0,-0.7,-4.3,0.045,0.0,8.3,0.0,0.121,0.068,0.0,0.545,0.568,0.169,0.175,89.35,91.14,75.95,59.0,0.077,22021,1630166.0,0022100832
30,2021-22,"FEB 07, 2022",WAS vs. MIA,L,25,1,2,0.5,1,2,0.5,2,2,1.0,0,6,6,4,2,0,2,3,5,1,1,0022100811,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,25:17,107.6,109.6,106.9,105.7,0.8,4.0,0.19,2.0,44.4,0.0,0.316,0.158,22.2,0.75,0.868,0.088,0.088,100.01,99.67,83.06,52.0,0.111,22021,1630166.0,0022100811
31,2021-22,"FEB 05, 2022",WAS vs. PHX,L,21,3,6,0.5,0,1,0.0,0,0,0.0,0,5,5,2,1,0,0,4,6,2,1,0022100798,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,21:08,97.0,102.5,89.0,92.9,8.0,9.6,0.167,0.0,25.0,0.0,0.192,0.1,0.0,0.5,0.5,0.125,0.124,97.84,93.16,77.63,40.0,0.119,22021,1630166.0,0022100798
32,2021-22,"FEB 02, 2022",WAS @ PHI,W,26,3,8,0.375,0,4,0.0,2,2,1.0,0,9,9,0,0,0,0,0,8,8,1,0022100774,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,25:53,138.0,136.0,122.5,120.0,15.4,16.0,0.0,0.0,0.0,0.0,0.333,0.188,0.0,0.375,0.45,0.161,0.169,91.1,92.74,77.28,50.0,0.098,22021,1630166.0,0022100774
33,2021-22,"FEB 01, 2022",WAS @ MIL,L,22,2,4,0.5,1,2,0.5,1,1,1.0,0,6,6,1,0,0,2,3,6,14,1,0022100768,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,21:50,128.3,118.2,90.0,90.5,38.3,27.7,0.056,0.5,14.3,0.0,0.261,0.15,28.6,0.625,0.676,0.125,0.138,90.95,94.56,78.8,44.0,0.075,22021,1630166.0,0022100768
34,2021-22,"JAN 29, 2022",WAS @ MEM,L,26,3,8,0.375,1,2,0.5,0,0,0.0,1,5,6,1,0,0,0,2,7,-7,1,0022100749,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,26:07,90.3,92.5,112.8,109.8,-22.5,-17.4,0.063,0.0,11.1,0.033,0.172,0.102,0.0,0.438,0.438,0.129,0.135,95.5,95.57,79.64,53.0,0.068,22021,1630166.0,0022100749
35,2021-22,"JAN 25, 2022",WAS vs. LAC,L,21,4,8,0.5,1,2,0.5,2,3,0.667,0,3,3,2,0,0,1,2,11,-4,1,0022100716,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,21:27,110.4,106.5,115.6,112.8,-5.3,-6.2,0.143,2.0,16.7,0.0,0.143,0.075,8.3,0.563,0.59,0.204,0.211,100.97,104.06,86.71,46.0,0.081,22021,1630166.0,0022100716
36,2021-22,"JAN 23, 2022",WAS vs. BOS,L,27,6,9,0.667,1,2,0.5,0,0,0.0,1,6,7,1,0,0,0,4,13,-13,1,0022100699,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,26:52,94.3,94.6,110.7,113.8,-16.4,-19.2,0.063,0.0,10.0,0.029,0.214,0.113,0.0,0.722,0.722,0.15,0.15,103.44,101.83,84.86,56.0,0.119,22021,1630166.0,0022100699
37,2021-22,"JAN 21, 2022",WAS vs. TOR,L,31,4,8,0.5,1,5,0.2,0,0,0.0,1,4,5,6,0,0,2,2,9,1,1,0022100689,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,31:15,117.3,119.4,118.0,114.1,-0.7,5.3,0.24,3.0,37.5,0.042,0.133,0.093,12.5,0.563,0.563,0.137,0.139,95.94,96.77,80.64,62.0,0.081,22021,1630166.0,0022100689
38,2021-22,"JAN 19, 2022",WAS vs. BKN,L,23,4,7,0.571,2,3,0.667,3,3,1.0,2,3,5,3,1,1,0,3,13,3,1,0022100669,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,22:53,114.2,119.1,109.2,115.2,5.0,3.9,0.2,0.0,27.3,0.074,0.143,0.104,0.0,0.714,0.781,0.143,0.145,102.32,97.54,81.28,47.0,0.161,22021,1630166.0,0022100669
39,2021-22,"JAN 17, 2022",WAS vs. PHI,W,3,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,-2,1,0022100656,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,2:44,66.7,57.1,102.0,100.0,-35.4,-42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.143,0.167,104.31,114.15,95.12,7.0,0.5,22021,1630166.0,0022100656
40,2021-22,"JAN 15, 2022",WAS vs. POR,L,20,2,6,0.333,1,4,0.25,1,2,0.5,0,4,4,0,1,0,1,1,6,1,1,0022100642,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,19:47,101.4,102.3,98.1,97.7,3.3,4.6,0.0,0.0,0.0,0.0,0.19,0.098,12.5,0.417,0.436,0.167,0.172,105.83,105.53,87.95,43.0,0.06,22021,1630166.0,0022100642
41,2021-22,"JAN 12, 2022",WAS vs. ORL,W,19,2,4,0.5,0,1,0.0,1,1,1.0,0,2,2,5,2,0,1,1,5,4,1,0022100620,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,18:46,124.9,124.3,112.9,107.7,12.0,16.6,0.333,5.0,50.0,0.0,0.111,0.061,10.0,0.5,0.563,0.128,0.132,94.72,97.23,81.02,37.0,0.11,22021,1630166.0,0022100620
